source,target,embedding_score
from,;,-0.322
.,un,-0.09735
.,espacio,0.043
.,entre,-0.09735
.,para,0.043
.,separar,0.043
and,eso,-0.129
and,fue,-0.129
and,lo,-0.129
and,sucedió,-0.129
and,formó,-0.129
and,ese,-0.129
god,eso,-0.129
god,fue,-0.129
god,lo,-0.129
god,sucedió,-0.129
god,formó,-0.129
god,ese,-0.129
made,y,-0.1006
made,eso,0.6934
made,fue,0.6934
made,lo,0.6934
made,que,-0.11475
made,sucedió,0.6934
made,.,-0.1006
made,dios,-0.129
made,formó,0.6934
made,ese,0.6934
made,espacio,0.2281
made,para,0.2281
made,separar,0.2281
made,las,0.03455
made,aguas,0.03455
made,de,-0.1302
made,la,-0.0782
made,tierra,-0.01179
made,los,0.10864
made,cielos,0.10864
the,eso,-0.0782
the,fue,-0.0782
the,lo,-0.0782
the,sucedió,-0.0782
the,formó,-0.0782
the,ese,-0.0782
firmament,y,-0.1827
firmament,eso,0.2281
firmament,fue,0.2281
firmament,lo,0.2281
firmament,sucedió,0.2281
firmament,.,-0.1827
firmament,formó,0.2281
firmament,ese,0.2281
",",eso,-0.1313
",",fue,-0.1313
",",lo,-0.1313
",",sucedió,-0.1313
",",formó,-0.1313
",",ese,-0.1313
divided,eso,0.1294
divided,fue,0.1294
divided,lo,0.1294
divided,sucedió,0.1294
divided,formó,0.1294
divided,ese,0.1294
divided,espacio,0.0514
divided,para,0.0514
divided,separar,0.0514
divided,las,-0.129
divided,aguas,-0.129
divided,tierra,-0.1981
divided,los,-0.0792
divided,cielos,-0.0792
waters,eso,0.03455
waters,fue,0.03455
waters,lo,0.03455
waters,sucedió,0.03455
waters,formó,0.03455
waters,ese,0.03455
which,y,-0.1006
which,eso,0.6934
which,fue,0.6934
which,lo,0.6934
which,que,-0.11475
which,sucedió,0.6934
which,.,-0.1006
which,dios,-0.129
which,formó,0.6934
which,ese,0.6934
which,espacio,0.2281
which,para,0.2281
which,separar,0.2281
which,las,0.03455
which,aguas,0.03455
which,de,-0.1302
which,la,-0.0782
which,tierra,-0.01179
which,los,0.10864
which,cielos,0.10864
were,eso,0.2969
were,fue,0.2969
were,lo,0.2969
were,que,-0.2556
were,sucedió,0.2969
were,formó,0.2969
were,ese,0.2969
were,espacio,0.0629
were,para,0.0629
were,separar,0.0629
were,las,-0.05313
were,aguas,-0.05313
were,de,-0.1981
were,tierra,-0.014755
were,los,0.05832
were,cielos,0.05832
under,y,-0.1006
under,eso,0.6934
under,fue,0.6934
under,lo,0.6934
under,que,-0.11475
under,sucedió,0.6934
under,.,-0.1006
under,dios,-0.129
under,formó,0.6934
under,ese,0.6934
under,espacio,0.2281
under,para,0.2281
under,separar,0.2281
under,las,0.03455
under,aguas,0.03455
under,de,-0.1302
under,la,-0.0782
under,tierra,-0.01179
under,los,0.10864
under,cielos,0.10864
from,eso,-0.014755
from,fue,-0.014755
from,lo,-0.014755
from,sucedió,-0.014755
from,formó,-0.014755
from,ese,-0.014755
above,y,-0.1006
above,eso,0.6934
above,fue,0.6934
above,lo,0.6934
above,que,-0.11475
above,sucedió,0.6934
above,.,-0.1006
above,dios,-0.129
above,formó,0.6934
above,ese,0.6934
above,espacio,0.2281
above,para,0.2281
above,separar,0.2281
above,las,0.03455
above,aguas,0.03455
above,de,-0.1302
above,la,-0.0782
above,tierra,-0.01179
above,los,0.10864
above,cielos,0.10864
:,eso,-0.0348
:,fue,-0.0348
:,lo,-0.0348
:,sucedió,-0.0348
:,formó,-0.0348
:,ese,-0.0348
:,espacio,-0.0877
:,para,-0.0877
:,separar,-0.0877
:,las,-0.1722
:,aguas,-0.1722
:,tierra,-0.2798
:,los,-0.2345
:,cielos,-0.2345
it,eso,-0.014755
it,fue,-0.014755
it,lo,-0.014755
it,sucedió,-0.014755
it,formó,-0.014755
it,ese,-0.014755
was,eso,-0.1934
was,fue,-0.1934
was,lo,-0.1934
was,sucedió,-0.1934
was,formó,-0.1934
was,ese,-0.1934
was,espacio,-0.2644
was,para,-0.2644
was,separar,-0.2644
was,los,-0.3848
was,cielos,-0.3848
so,y,-0.1006
so,eso,0.6934
so,fue,0.6934
so,lo,0.6934
so,que,-0.11475
so,sucedió,0.6934
so,.,-0.1006
so,dios,-0.129
so,formó,0.6934
so,ese,0.6934
so,espacio,0.2281
so,para,0.2281
so,separar,0.2281
so,las,0.03455
so,aguas,0.03455
so,de,-0.1302
so,la,-0.0782
so,tierra,-0.01179
so,los,0.10864
so,cielos,0.10864
.,eso,-0.129
.,fue,-0.129
.,lo,-0.129
.,sucedió,-0.129
.,formó,-0.129
.,ese,-0.129
