,vref,source,target,translation_score
544,GEN 1:2,geist,was,3.565920719878654e-44
545,GEN 1:2,geist,upon,1.54658685774318e-41
546,GEN 1:2,geist,the,1.6349241765840914e-07
547,GEN 1:2,geist,face,1.7752540795769687e-43
548,GEN 1:2,geist,of,0.14858132718276218
549,GEN 1:2,geist,the,1.6349241765840914e-07
550,GEN 1:2,geist,deep,1.54658685774318e-41
551,GEN 1:2,geist,and,3.565920719878654e-44
552,GEN 1:2,geist,the,1.6349241765840914e-07
553,GEN 1:2,geist,spirit,1.54658685774318e-41
554,GEN 1:2,geist,of,0.14858132718276218
555,GEN 1:2,geist,god,3.565920719878654e-44
556,GEN 1:2,geist,moved,0.7691953033857635
557,GEN 1:2,geist,upon,1.54658685774318e-41
558,GEN 1:2,geist,the,1.6349241765840914e-07
559,GEN 1:2,geist,face,1.7752540795769687e-43
560,GEN 1:2,geist,of,0.14858132718276218
561,GEN 1:2,geist,the,1.6349241765840914e-07
562,GEN 1:2,geist,waters,3.565920719878654e-44
563,GEN 1:2,gottes,and,1.5437433503668534e-42
564,GEN 1:2,gottes,the,0.022880468413021406
565,GEN 1:2,gottes,earth,1.5437433503668534e-42
566,GEN 1:2,gottes,was,1.5437433503668534e-42
567,GEN 1:2,gottes,without,1.54658685774318e-41
568,GEN 1:2,gottes,form,1.54658685774318e-41
569,GEN 1:2,gottes,and,1.5437433503668534e-42
570,GEN 1:2,gottes,void,1.54658685774318e-41
571,GEN 1:2,gottes,and,1.5437433503668534e-42
572,GEN 1:2,gottes,darkness,1.5437433503668534e-42
573,GEN 1:2,gottes,was,1.5437433503668534e-42
574,GEN 1:2,gottes,upon,1.54658685774318e-41
575,GEN 1:2,gottes,the,0.022880468413021406
576,GEN 1:2,gottes,face,1.5437433503668534e-42
577,GEN 1:2,gottes,of,0.012573818583170474
578,GEN 1:2,gottes,the,0.022880468413021406
579,GEN 1:2,gottes,deep,1.54658685774318e-41
580,GEN 1:2,gottes,and,1.5437433503668534e-42
581,GEN 1:2,gottes,the,0.022880468413021406
582,GEN 1:2,gottes,spirit,1.54658685774318e-41
583,GEN 1:2,gottes,of,0.012573818583170474
584,GEN 1:2,gottes,god,1.5437433503668534e-42
585,GEN 1:2,gottes,moved,0.0015138034254239881
586,GEN 1:2,gottes,upon,1.54658685774318e-41
587,GEN 1:2,gottes,the,0.022880468413021406
588,GEN 1:2,gottes,face,1.5437433503668534e-42
589,GEN 1:2,gottes,of,0.012573818583170474
590,GEN 1:2,gottes,the,0.022880468413021406
591,GEN 1:2,gottes,waters,1.5437433503668534e-42
592,GEN 1:2,schwebte,and,1.5462532769673992e-41
593,GEN 1:2,schwebte,the,0.04484934957762565
594,GEN 1:2,schwebte,earth,1.5462532769673992e-41
595,GEN 1:2,schwebte,was,1.5462532769673992e-41
596,GEN 1:2,schwebte,without,1.54658685774318e-41
597,GEN 1:2,schwebte,form,1.54658685774318e-41
598,GEN 1:2,schwebte,and,1.5462532769673992e-41
599,GEN 1:2,schwebte,void,1.54658685774318e-41
600,GEN 1:2,schwebte,and,1.5462532769673992e-41
601,GEN 1:2,schwebte,darkness,1.5462532769673992e-41
602,GEN 1:2,schwebte,was,1.5462532769673992e-41
603,GEN 1:2,schwebte,upon,1.54658685774318e-41
604,GEN 1:2,schwebte,the,0.04484934957762565
605,GEN 1:2,schwebte,face,1.5462532769673992e-41
606,GEN 1:2,schwebte,of,3.853816468253741e-21
607,GEN 1:2,schwebte,the,0.04484934957762565
608,GEN 1:2,schwebte,deep,1.54658685774318e-41
609,GEN 1:2,schwebte,and,1.5462532769673992e-41
610,GEN 1:2,schwebte,the,0.04484934957762565
611,GEN 1:2,schwebte,spirit,1.54658685774318e-41
612,GEN 1:2,schwebte,of,3.853816468253741e-21
613,GEN 1:2,schwebte,god,1.5462532769673992e-41
614,GEN 1:2,schwebte,moved,1.54658685774318e-41
615,GEN 1:2,schwebte,upon,1.54658685774318e-41
616,GEN 1:2,schwebte,the,0.04484934957762565
617,GEN 1:2,schwebte,face,1.5462532769673992e-41
618,GEN 1:2,schwebte,of,3.853816468253741e-21
619,GEN 1:2,schwebte,the,0.04484934957762565
620,GEN 1:2,schwebte,waters,1.5462532769673992e-41
621,GEN 1:2,auf,and,3.5240180370426096e-45
622,GEN 1:2,auf,the,0.0012653378537037046
623,GEN 1:2,auf,earth,1.2248831178135886e-44
624,GEN 1:2,auf,was,6.054029172683512e-45
625,GEN 1:2,auf,without,1.54658685774318e-41
626,GEN 1:2,auf,form,1.54658685774318e-41
627,GEN 1:2,auf,and,3.5240180370426096e-45
628,GEN 1:2,auf,void,1.54658685774318e-41
629,GEN 1:2,auf,and,3.5240180370426096e-45
630,GEN 1:2,auf,darkness,1.140359289417608e-44
631,GEN 1:2,auf,was,6.054029172683512e-45
632,GEN 1:2,auf,upon,0.17462546862067302
633,GEN 1:2,auf,the,0.0012653378537037046
634,GEN 1:2,auf,face,0.31469046950234386
635,GEN 1:2,auf,of,0.36086954359706425
636,GEN 1:2,auf,the,0.0012653378537037046
637,GEN 1:2,auf,deep,1.54658685774318e-41
638,GEN 1:2,auf,and,3.5240180370426096e-45
639,GEN 1:2,auf,the,0.0012653378537037046
640,GEN 1:2,auf,spirit,1.54658685774318e-41
641,GEN 1:2,auf,of,0.36086954359706425
642,GEN 1:2,auf,god,4.967283679763376e-45
643,GEN 1:2,auf,moved,1.54658685774318e-41
644,GEN 1:2,auf,upon,0.17462546862067302
645,GEN 1:2,auf,the,0.0012653378537037046
646,GEN 1:2,auf,face,0.31469046950234386
647,GEN 1:2,auf,of,0.36086954359706425
648,GEN 1:2,auf,the,0.0012653378537037046
649,GEN 1:2,auf,waters,2.9856139740007055e-44
650,GEN 1:2,dem,and,1.54658685774318e-41
651,GEN 1:2,dem,the,0.0004592514261061671
652,GEN 1:2,dem,earth,1.54658685774318e-41
653,GEN 1:2,dem,was,1.54658685774318e-41
654,GEN 1:2,dem,without,1.54658685774318e-41
655,GEN 1:2,dem,form,1.54658685774318e-41
656,GEN 1:2,dem,and,1.54658685774318e-41
657,GEN 1:2,dem,void,1.54658685774318e-41
658,GEN 1:2,dem,and,1.54658685774318e-41
659,GEN 1:2,dem,darkness,1.54658685774318e-41
660,GEN 1:2,dem,was,1.54658685774318e-41
661,GEN 1:2,dem,upon,1.54658685774318e-41
662,GEN 1:2,dem,the,0.0004592514261061671
663,GEN 1:2,dem,face,1.54658685774318e-41
664,GEN 1:2,dem,of,0.11547393156580406
665,GEN 1:2,dem,the,0.0004592514261061671
666,GEN 1:2,dem,deep,1.54658685774318e-41
667,GEN 1:2,dem,and,1.54658685774318e-41
668,GEN 1:2,dem,the,0.0004592514261061671
669,GEN 1:2,dem,spirit,1.54658685774318e-41
670,GEN 1:2,dem,of,0.11547393156580406
671,GEN 1:2,dem,god,1.54658685774318e-41
672,GEN 1:2,dem,moved,1.54658685774318e-41
673,GEN 1:2,dem,upon,1.54658685774318e-41
674,GEN 1:2,dem,the,0.0004592514261061671
675,GEN 1:2,dem,face,1.54658685774318e-41
676,GEN 1:2,dem,of,0.11547393156580406
677,GEN 1:2,dem,the,0.0004592514261061671
678,GEN 1:2,dem,waters,1.54658685774318e-41
679,GEN 1:2,wasser,and,2.98561390540376e-44
680,GEN 1:2,wasser,the,2.98561390540376e-44
681,GEN 1:2,wasser,earth,2.98561390540376e-44
682,GEN 1:2,wasser,was,2.98561390540376e-44
683,GEN 1:2,wasser,without,1.54658685774318e-41
684,GEN 1:2,wasser,form,1.54658685774318e-41
685,GEN 1:2,wasser,and,2.98561390540376e-44
686,GEN 1:2,wasser,void,1.54658685774318e-41
687,GEN 1:2,wasser,and,2.98561390540376e-44
688,GEN 1:2,wasser,darkness,2.98561390540376e-44
689,GEN 1:2,wasser,was,2.98561390540376e-44
690,GEN 1:2,wasser,upon,1.54658685774318e-41
691,GEN 1:2,wasser,the,2.98561390540376e-44
692,GEN 1:2,wasser,face,1.7752540795769687e-43
693,GEN 1:2,wasser,of,2.98561390540376e-44
694,GEN 1:2,wasser,the,2.98561390540376e-44
695,GEN 1:2,wasser,deep,1.54658685774318e-41
696,GEN 1:2,wasser,and,2.98561390540376e-44
697,GEN 1:2,wasser,the,2.98561390540376e-44
698,GEN 1:2,wasser,spirit,1.54658685774318e-41
699,GEN 1:2,wasser,of,2.98561390540376e-44
700,GEN 1:2,wasser,god,2.98561390540376e-44
701,GEN 1:2,wasser,moved,1.54658685774318e-41
702,GEN 1:2,wasser,upon,1.54658685774318e-41
703,GEN 1:2,wasser,the,2.98561390540376e-44
704,GEN 1:2,wasser,face,1.7752540795769687e-43
705,GEN 1:2,wasser,of,2.98561390540376e-44
706,GEN 1:2,wasser,the,2.98561390540376e-44
707,GEN 1:2,wasser,waters,0.8025731332965276
708,GEN 1:3,und,and,0.46856703561196517
709,GEN 1:3,und,god,0.06149595236501601
710,GEN 1:3,und,said,3.7911071997689216e-44
711,GEN 1:3,und,let,3.5762817987939253e-41
712,GEN 1:3,und,there,1.1340332580511277e-44
713,GEN 1:3,und,be,3.568667272841636e-44
714,GEN 1:3,und,light,2.9013460455760736e-45
715,GEN 1:3,und,and,0.46856703561196517
716,GEN 1:3,und,there,1.1340332580511277e-44
717,GEN 1:3,und,was,3.9769558199855035e-06
718,GEN 1:3,und,light,2.9013460455760736e-45
719,GEN 1:3,gott,and,0.0005808268161470141
720,GEN 1:3,gott,god,0.8238995817435532
721,GEN 1:3,gott,said,3.7911071997689216e-44
722,GEN 1:3,gott,let,3.5762817987939253e-41
723,GEN 1:3,gott,there,1.1340332580511277e-44
724,GEN 1:3,gott,be,3.568667272841636e-44
725,GEN 1:3,gott,light,4.9233761418193846e-45
726,GEN 1:3,gott,and,0.0005808268161470141
727,GEN 1:3,gott,there,1.1340332580511277e-44
728,GEN 1:3,gott,was,6.054029172683512e-45
729,GEN 1:3,gott,light,4.9233761418193846e-45
730,GEN 1:3,sprach,and,1.4935600431480028e-44
731,GEN 1:3,sprach,god,1.4935600431480028e-44
732,GEN 1:3,sprach,said,0.9016590379334011
733,GEN 1:3,sprach,let,0.28255197202573656
734,GEN 1:3,sprach,there,1.4935600431480028e-44
735,GEN 1:3,sprach,be,3.568667272841636e-44
736,GEN 1:3,sprach,light,1.4935600431480028e-44
737,GEN 1:3,sprach,and,1.4935600431480028e-44
738,GEN 1:3,sprach,there,1.4935600431480028e-44
739,GEN 1:3,sprach,was,1.4935600431480028e-44
740,GEN 1:3,sprach,light,1.4935600431480028e-44
741,GEN 1:3,es,and,0.0030129645659542933
742,GEN 1:3,es,god,8.281755466393365e-45
743,GEN 1:3,es,said,3.7911071997689216e-44
744,GEN 1:3,es,let,0.0017938045221535714
745,GEN 1:3,es,there,0.8013423449911544
746,GEN 1:3,es,be,3.568667272841636e-44
747,GEN 1:3,es,light,8.281755466393365e-45
748,GEN 1:3,es,and,0.0030129645659542933
749,GEN 1:3,es,there,0.8013423449911544
750,GEN 1:3,es,was,0.11172998918241318
751,GEN 1:3,es,light,8.281755466393365e-45
752,GEN 1:3,werde,and,3.1957267144507166e-44
753,GEN 1:3,werde,god,3.1957267144507166e-44
754,GEN 1:3,werde,said,3.7911071997689216e-44
755,GEN 1:3,werde,let,3.5762817987939253e-41
756,GEN 1:3,werde,there,4.1019499702993725e-11
757,GEN 1:3,werde,be,0.906758170448208
758,GEN 1:3,werde,light,3.1957267144507166e-44
759,GEN 1:3,werde,and,3.1957267144507166e-44
760,GEN 1:3,werde,there,4.1019499702993725e-11
761,GEN 1:3,werde,was,3.1957267144507166e-44
762,GEN 1:3,werde,light,3.1957267144507166e-44
763,GEN 1:3,licht,and,3.14453448175916e-14
764,GEN 1:3,licht,god,4.967283679763376e-45
765,GEN 1:3,licht,said,3.7911071997689216e-44
766,GEN 1:3,licht,let,3.5762817987939253e-41
767,GEN 1:3,licht,there,1.1340332580511277e-44
768,GEN 1:3,licht,be,3.568667272841636e-44
769,GEN 1:3,licht,light,0.8752866436196581
770,GEN 1:3,licht,and,3.14453448175916e-14
771,GEN 1:3,licht,there,1.1340332580511277e-44
772,GEN 1:3,licht,was,0.014717837998749383
773,GEN 1:3,licht,light,0.8752866436196581
774,GEN 1:3,und,and,0.46856703561196517
775,GEN 1:3,und,god,0.06149595236501601
776,GEN 1:3,und,said,3.7911071997689216e-44
777,GEN 1:3,und,let,3.5762817987939253e-41
778,GEN 1:3,und,there,1.1340332580511277e-44
779,GEN 1:3,und,be,3.568667272841636e-44
780,GEN 1:3,und,light,2.9013460455760736e-45
781,GEN 1:3,und,and,0.46856703561196517
782,GEN 1:3,und,there,1.1340332580511277e-44
783,GEN 1:3,und,was,3.9769558199855035e-06
784,GEN 1:3,und,light,2.9013460455760736e-45
785,GEN 1:3,es,and,0.0030129645659542933
786,GEN 1:3,es,god,8.281755466393365e-45
787,GEN 1:3,es,said,3.7911071997689216e-44
788,GEN 1:3,es,let,0.0017938045221535714
789,GEN 1:3,es,there,0.8013423449911544
790,GEN 1:3,es,be,3.568667272841636e-44
791,GEN 1:3,es,light,8.281755466393365e-45
792,GEN 1:3,es,and,0.0030129645659542933
793,GEN 1:3,es,there,0.8013423449911544
794,GEN 1:3,es,was,0.11172998918241318
795,GEN 1:3,es,light,8.281755466393365e-45
796,GEN 1:3,ward,and,0.07646193604431946
797,GEN 1:3,ward,god,2.938483677831483e-42
798,GEN 1:3,ward,said,2.938483677831483e-42
799,GEN 1:3,ward,let,3.5762817987939253e-41
800,GEN 1:3,ward,there,0.014742454687460655
801,GEN 1:3,ward,be,2.938483677831483e-42
802,GEN 1:3,ward,light,0.0004116546053135724
803,GEN 1:3,ward,and,0.07646193604431946
804,GEN 1:3,ward,there,0.014742454687460655
805,GEN 1:3,ward,was,3.7506784286498526e-10
806,GEN 1:3,ward,light,0.0004116546053135724
807,GEN 1:3,licht,and,3.14453448175916e-14
808,GEN 1:3,licht,god,4.967283679763376e-45
809,GEN 1:3,licht,said,3.7911071997689216e-44
810,GEN 1:3,licht,let,3.5762817987939253e-41
811,GEN 1:3,licht,there,1.1340332580511277e-44
812,GEN 1:3,licht,be,3.568667272841636e-44
813,GEN 1:3,licht,light,0.8752866436196581
814,GEN 1:3,licht,and,3.14453448175916e-14
815,GEN 1:3,licht,there,1.1340332580511277e-44
816,GEN 1:3,licht,was,0.014717837998749383
817,GEN 1:3,licht,light,0.8752866436196581
818,GEN 1:4,und,and,0.46856703561196517
819,GEN 1:4,und,god,0.06149595236501601
820,GEN 1:4,und,saw,1.2835921372567121e-44
821,GEN 1:4,und,the,0.14610905196998894
822,GEN 1:4,und,light,2.9013460455760736e-45
823,GEN 1:4,und,that,6.813989382420939e-41
824,GEN 1:4,und,it,3.1093884419981067e-44
825,GEN 1:4,und,was,3.9769558199855035e-06
826,GEN 1:4,und,good,6.813989382420939e-41
827,GEN 1:4,und,and,0.46856703561196517
828,GEN 1:4,und,god,0.06149595236501601
829,GEN 1:4,und,divided,5.237429990522325e-44
830,GEN 1:4,und,the,0.14610905196998894
831,GEN 1:4,und,light,2.9013460455760736e-45
832,GEN 1:4,und,from,3.1093884419981067e-44
833,GEN 1:4,und,the,0.14610905196998894
834,GEN 1:4,und,darkness,0.035054326826131216
835,GEN 1:4,gott,and,0.0005808268161470141
836,GEN 1:4,gott,god,0.8238995817435532
837,GEN 1:4,gott,saw,1.2835921372567121e-44
838,GEN 1:4,gott,the,0.06404997175922418
839,GEN 1:4,gott,light,4.9233761418193846e-45
840,GEN 1:4,gott,that,6.813989382420939e-41
841,GEN 1:4,gott,it,3.1093884419981067e-44
842,GEN 1:4,gott,was,6.054029172683512e-45
843,GEN 1:4,gott,good,6.813989382420939e-41
844,GEN 1:4,gott,and,0.0005808268161470141
845,GEN 1:4,gott,god,0.8238995817435532
846,GEN 1:4,gott,divided,2.4144319174029543e-38
847,GEN 1:4,gott,the,0.06404997175922418
848,GEN 1:4,gott,light,4.9233761418193846e-45
849,GEN 1:4,gott,from,3.1093884419981067e-44
850,GEN 1:4,gott,the,0.06404997175922418
851,GEN 1:4,gott,darkness,1.140359289417608e-44
852,GEN 1:4,sah,and,3.1528524024911797e-44
853,GEN 1:4,sah,god,3.1528524024911797e-44
854,GEN 1:4,sah,saw,0.847529079242732
855,GEN 1:4,sah,the,3.1528524024911797e-44
856,GEN 1:4,sah,light,3.1528524024911797e-44
857,GEN 1:4,sah,that,6.813989382420939e-41
858,GEN 1:4,sah,it,3.1528524024911797e-44
859,GEN 1:4,sah,was,3.1528524024911797e-44
860,GEN 1:4,sah,good,6.813989382420939e-41
861,GEN 1:4,sah,and,3.1528524024911797e-44
862,GEN 1:4,sah,god,3.1528524024911797e-44
863,GEN 1:4,sah,divided,5.237429990522325e-44
864,GEN 1:4,sah,the,3.1528524024911797e-44
865,GEN 1:4,sah,light,3.1528524024911797e-44
866,GEN 1:4,sah,from,3.1528524024911797e-44
867,GEN 1:4,sah,the,3.1528524024911797e-44
868,GEN 1:4,sah,darkness,3.1528524024911797e-44
869,GEN 1:4,daß,and,1.31166966052278e-40
870,GEN 1:4,daß,god,1.31166966052278e-40
871,GEN 1:4,daß,saw,0.3448665382128205
872,GEN 1:4,daß,the,1.31166966052278e-40
873,GEN 1:4,daß,light,1.31166966052278e-40
874,GEN 1:4,daß,that,1.31166966052278e-40
875,GEN 1:4,daß,it,1.31166966052278e-40
876,GEN 1:4,daß,was,1.31166966052278e-40
877,GEN 1:4,daß,good,1.31166966052278e-40
878,GEN 1:4,daß,and,1.31166966052278e-40
879,GEN 1:4,daß,god,1.31166966052278e-40
880,GEN 1:4,daß,divided,1.31166966052278e-40
881,GEN 1:4,daß,the,1.31166966052278e-40
882,GEN 1:4,daß,light,1.31166966052278e-40
883,GEN 1:4,daß,from,1.31166966052278e-40
884,GEN 1:4,daß,the,1.31166966052278e-40
885,GEN 1:4,daß,darkness,1.31166966052278e-40
886,GEN 1:4,das,and,8.081615099917022e-45
887,GEN 1:4,das,god,4.879833343967585e-07
888,GEN 1:4,das,saw,1.2835921372567121e-44
889,GEN 1:4,das,the,0.15967617248671018
890,GEN 1:4,das,light,0.26245682292006023
891,GEN 1:4,das,that,0.2169028075039046
892,GEN 1:4,das,it,3.1093884419981067e-44
893,GEN 1:4,das,was,8.081229685261774e-45
894,GEN 1:4,das,good,6.813989382420939e-41
895,GEN 1:4,das,and,8.081615099917022e-45
896,GEN 1:4,das,god,4.879833343967585e-07
897,GEN 1:4,das,divided,0.21659319578889819
898,GEN 1:4,das,the,0.15967617248671018
899,GEN 1:4,das,light,0.26245682292006023
900,GEN 1:4,das,from,3.1093884419981067e-44
901,GEN 1:4,das,the,0.15967617248671018
902,GEN 1:4,das,darkness,1.140359289417608e-44
903,GEN 1:4,licht,and,3.14453448175916e-14
904,GEN 1:4,licht,god,4.967283679763376e-45
905,GEN 1:4,licht,saw,1.2835921372567121e-44
906,GEN 1:4,licht,the,9.310007295964305e-45
907,GEN 1:4,licht,light,0.8752866436196581
908,GEN 1:4,licht,that,6.813989382420939e-41
909,GEN 1:4,licht,it,3.1093884419981067e-44
910,GEN 1:4,licht,was,0.014717837998749383
911,GEN 1:4,licht,good,6.813989382420939e-41
912,GEN 1:4,licht,and,3.14453448175916e-14
913,GEN 1:4,licht,god,4.967283679763376e-45
914,GEN 1:4,licht,divided,5.237429990522325e-44
915,GEN 1:4,licht,the,9.310007295964305e-45
916,GEN 1:4,licht,light,0.8752866436196581
917,GEN 1:4,licht,from,3.1093884419981067e-44
918,GEN 1:4,licht,the,9.310007295964305e-45
919,GEN 1:4,licht,darkness,1.140359289417608e-44
920,GEN 1:4,gut,and,3.1528524024911797e-44
921,GEN 1:4,gut,god,3.1528524024911797e-44
922,GEN 1:4,gut,saw,3.1528524024911797e-44
923,GEN 1:4,gut,the,3.1528524024911797e-44
924,GEN 1:4,gut,light,3.1528524024911797e-44
925,GEN 1:4,gut,that,6.813989382420939e-41
926,GEN 1:4,gut,it,0.847529079242732
927,GEN 1:4,gut,was,3.1528524024911797e-44
928,GEN 1:4,gut,good,6.813989382420939e-41
929,GEN 1:4,gut,and,3.1528524024911797e-44
930,GEN 1:4,gut,god,3.1528524024911797e-44
931,GEN 1:4,gut,divided,5.237429990522325e-44
932,GEN 1:4,gut,the,3.1528524024911797e-44
933,GEN 1:4,gut,light,3.1528524024911797e-44
934,GEN 1:4,gut,from,3.1528524024911797e-44
935,GEN 1:4,gut,the,3.1528524024911797e-44
936,GEN 1:4,gut,darkness,3.1528524024911797e-44
937,GEN 1:4,war,and,0.007815642366957311
938,GEN 1:4,war,god,6.976019984172574e-45
939,GEN 1:4,war,saw,1.2835921372567121e-44
940,GEN 1:4,war,the,1.7214455063498668e-09
941,GEN 1:4,war,light,6.976019984172574e-45
942,GEN 1:4,war,that,6.813989382420939e-41
943,GEN 1:4,war,it,3.1093884419981067e-44
944,GEN 1:4,war,was,0.7665888687361028
945,GEN 1:4,war,good,6.813989382420939e-41
946,GEN 1:4,war,and,0.007815642366957311
947,GEN 1:4,war,god,6.976019984172574e-45
948,GEN 1:4,war,divided,5.237429990522325e-44
949,GEN 1:4,war,the,1.7214455063498668e-09
950,GEN 1:4,war,light,6.976019984172574e-45
951,GEN 1:4,war,from,3.1093884419981067e-44
952,GEN 1:4,war,the,1.7214455063498668e-09
953,GEN 1:4,war,darkness,1.140359289417608e-44
954,GEN 1:4,da,and,0.10338236922019792
955,GEN 1:4,da,god,1.3141273529764346e-44
956,GEN 1:4,da,saw,1.3141273529764346e-44
957,GEN 1:4,da,the,6.9260502588048315e-06
958,GEN 1:4,da,light,1.3141273529764346e-44
959,GEN 1:4,da,that,6.813989382420939e-41
960,GEN 1:4,da,it,3.1093884419981067e-44
961,GEN 1:4,da,was,1.3141273529764346e-44
962,GEN 1:4,da,good,0.3532447361767007
963,GEN 1:4,da,and,0.10338236922019792
964,GEN 1:4,da,god,1.3141273529764346e-44
965,GEN 1:4,da,divided,5.237429990522325e-44
966,GEN 1:4,da,the,6.9260502588048315e-06
967,GEN 1:4,da,light,1.3141273529764346e-44
968,GEN 1:4,da,from,3.1093884419981067e-44
969,GEN 1:4,da,the,6.9260502588048315e-06
970,GEN 1:4,da,darkness,1.3141273529764346e-44
971,GEN 1:4,schied,and,1.31166966052278e-40
972,GEN 1:4,schied,god,0.008149116456045477
973,GEN 1:4,schied,saw,1.31166966052278e-40
974,GEN 1:4,schied,the,1.31166966052278e-40
975,GEN 1:4,schied,light,1.31166966052278e-40
976,GEN 1:4,schied,that,1.31166966052278e-40
977,GEN 1:4,schied,it,1.31166966052278e-40
978,GEN 1:4,schied,was,1.31166966052278e-40
979,GEN 1:4,schied,good,1.31166966052278e-40
980,GEN 1:4,schied,and,1.31166966052278e-40
981,GEN 1:4,schied,god,0.008149116456045477
982,GEN 1:4,schied,divided,0.7442075905379762
983,GEN 1:4,schied,the,1.31166966052278e-40
984,GEN 1:4,schied,light,1.31166966052278e-40
985,GEN 1:4,schied,from,1.31166966052278e-40
986,GEN 1:4,schied,the,1.31166966052278e-40
987,GEN 1:4,schied,darkness,1.31166966052278e-40
988,GEN 1:4,gott,and,0.0005808268161470141
989,GEN 1:4,gott,god,0.8238995817435532
990,GEN 1:4,gott,saw,1.2835921372567121e-44
991,GEN 1:4,gott,the,0.06404997175922418
992,GEN 1:4,gott,light,4.9233761418193846e-45
993,GEN 1:4,gott,that,6.813989382420939e-41
994,GEN 1:4,gott,it,3.1093884419981067e-44
995,GEN 1:4,gott,was,6.054029172683512e-45
996,GEN 1:4,gott,good,6.813989382420939e-41
997,GEN 1:4,gott,and,0.0005808268161470141
998,GEN 1:4,gott,god,0.8238995817435532
999,GEN 1:4,gott,divided,2.4144319174029543e-38
1000,GEN 1:4,gott,the,0.06404997175922418
1001,GEN 1:4,gott,light,4.9233761418193846e-45
1002,GEN 1:4,gott,from,3.1093884419981067e-44
1003,GEN 1:4,gott,the,0.06404997175922418
1004,GEN 1:4,gott,darkness,1.140359289417608e-44
1005,GEN 1:4,das,and,8.081615099917022e-45
1006,GEN 1:4,das,god,4.879833343967585e-07
1007,GEN 1:4,das,saw,1.2835921372567121e-44
1008,GEN 1:4,das,the,0.15967617248671018
1009,GEN 1:4,das,light,0.26245682292006023
1010,GEN 1:4,das,that,0.2169028075039046
1011,GEN 1:4,das,it,3.1093884419981067e-44
1012,GEN 1:4,das,was,8.081229685261774e-45
1013,GEN 1:4,das,good,6.813989382420939e-41
1014,GEN 1:4,das,and,8.081615099917022e-45
1015,GEN 1:4,das,god,4.879833343967585e-07
1016,GEN 1:4,das,divided,0.21659319578889819
1017,GEN 1:4,das,the,0.15967617248671018
1018,GEN 1:4,das,light,0.26245682292006023
1019,GEN 1:4,das,from,3.1093884419981067e-44
1020,GEN 1:4,das,the,0.15967617248671018
1021,GEN 1:4,das,darkness,1.140359289417608e-44
1022,GEN 1:4,licht,and,3.14453448175916e-14
1023,GEN 1:4,licht,god,4.967283679763376e-45
1024,GEN 1:4,licht,saw,1.2835921372567121e-44
1025,GEN 1:4,licht,the,9.310007295964305e-45
1026,GEN 1:4,licht,light,0.8752866436196581
1027,GEN 1:4,licht,that,6.813989382420939e-41
1028,GEN 1:4,licht,it,3.1093884419981067e-44
1029,GEN 1:4,licht,was,0.014717837998749383
1030,GEN 1:4,licht,good,6.813989382420939e-41
1031,GEN 1:4,licht,and,3.14453448175916e-14
1032,GEN 1:4,licht,god,4.967283679763376e-45
1033,GEN 1:4,licht,divided,5.237429990522325e-44
1034,GEN 1:4,licht,the,9.310007295964305e-45
1035,GEN 1:4,licht,light,0.8752866436196581
1036,GEN 1:4,licht,from,3.1093884419981067e-44
1037,GEN 1:4,licht,the,9.310007295964305e-45
1038,GEN 1:4,licht,darkness,1.140359289417608e-44
1039,GEN 1:4,von,and,3.1528524024911797e-44
1040,GEN 1:4,von,god,3.1528524024911797e-44
1041,GEN 1:4,von,saw,3.1528524024911797e-44
1042,GEN 1:4,von,the,3.1528524024911797e-44
1043,GEN 1:4,von,light,3.1528524024911797e-44
1044,GEN 1:4,von,that,6.813989382420939e-41
1045,GEN 1:4,von,it,3.1528524024911797e-44
1046,GEN 1:4,von,was,3.1528524024911797e-44
1047,GEN 1:4,von,good,6.813989382420939e-41
1048,GEN 1:4,von,and,3.1528524024911797e-44
1049,GEN 1:4,von,god,3.1528524024911797e-44
1050,GEN 1:4,von,divided,5.237429990522325e-44
1051,GEN 1:4,von,the,3.1528524024911797e-44
1052,GEN 1:4,von,light,3.1528524024911797e-44
1053,GEN 1:4,von,from,0.847529079242732
1054,GEN 1:4,von,the,3.1528524024911797e-44
1055,GEN 1:4,von,darkness,3.1528524024911797e-44
1056,GEN 1:4,der,and,3.281363220917859e-45
1057,GEN 1:4,der,god,4.967283679763376e-45
1058,GEN 1:4,der,saw,1.2835921372567121e-44
1059,GEN 1:4,der,the,0.5841401280850187
1060,GEN 1:4,der,light,3.281363220917859e-45
1061,GEN 1:4,der,that,6.813989382420939e-41
1062,GEN 1:4,der,it,3.1093884419981067e-44
1063,GEN 1:4,der,was,6.054029172683512e-45
1064,GEN 1:4,der,good,6.813989382420939e-41
1065,GEN 1:4,der,and,3.281363220917859e-45
1066,GEN 1:4,der,god,4.967283679763376e-45
1067,GEN 1:4,der,divided,5.237429990522325e-44
1068,GEN 1:4,der,the,0.5841401280850187
1069,GEN 1:4,der,light,3.281363220917859e-45
1070,GEN 1:4,der,from,3.1093884419981067e-44
1071,GEN 1:4,der,the,0.5841401280850187
1072,GEN 1:4,der,darkness,1.140359289417608e-44
1073,GEN 1:4,finsternis,and,8.802639472040341e-45
1074,GEN 1:4,finsternis,god,8.802639472040341e-45
1075,GEN 1:4,finsternis,saw,1.2835921372567121e-44
1076,GEN 1:4,finsternis,the,7.596500191387484e-18
1077,GEN 1:4,finsternis,light,8.802639472040341e-45
